simtype,modelm,name_levels,tree_levels,model_name,n
MutSel,m3,NP,Aves,Blosum62+F+G4,2
MutSel,m3,NP,Aves,Blosum62+G4,2
MutSel,m3,NP,Aves,cpREV,2
MutSel,m3,NP,Aves,FLU+F+I,2
MutSel,m3,NP,Ray-finned fish,Blosum62+F+I+G4,2
MutSel,m3,NP,Ray-finned fish,Blosum62+I+G4,2
MutSel,m3,NP,Green Plant,Blosum62+G4,2
MutSel,m3,NP,Green Plant,mtVer+F,2
MutSel,m3,NP,Green Plant,PMB,2
MutSel,m3,NP,Yeast,cpREV+I,2
MutSel,m3,NP,Yeast,Dayhoff+F+I,2
MutSel,m3,NP,Yeast,HIVb+I,2
MutSel,m3,NP,Yeast,mtInv+F+I,2
MutSel,m3,NP,Spiralia,cpREV+F,2
MutSel,m3,NP,Spiralia,cpREV+I,2
MutSel,m3,HA,Lassa Virus,FLU+F,3
MutSel,m3,HA,Mammals,cpREV+F,3
MutSel,m3,HA,Opisthokonta,cpREV+F,3
MutSel,m3,HA,Opisthokonta,PMB+I,3
MutSel,m3,HA,Aves,Blosum62+G4,3
MutSel,m3,HA,Aves,cpREV,3
MutSel,m3,HA,Aves,Dayhoff+I+G4,3
MutSel,m3,HA,Aves,HIVw,3
MutSel,m3,HA,Yeast,Dayhoff+F,3
MutSel,m3,HIV,Lassa Virus,FLU,3
MutSel,m3,HIV,Mammals,PMB,3
MutSel,m3,HIV,Mammals,PMB+F,3
MutSel,m3,HIV,Opisthokonta,FLU+F,3
MutSel,m3,HIV,Aves,DCMut+I+G4,3
MutSel,m3,HIV,Ray-finned fish,mtMet+F,3
MutSel,m3,HIV,Green Plant,DCMut+F,3
MutSel,m3,HIV,Yeast,FLU+F,3
MutSel,m3,HIV,Spiralia,PMB+F,3
MutSel,m3,LAC,Lassa Virus,HIVw+I+G4,3
MutSel,m3,LAC,Opisthokonta,mtZOA+F+G4,3
MutSel,m3,LAC,Ray-finned fish,mtREV+F+I+G4,3
MutSel,m3,NP,Lassa Virus,LG+G4,3
MutSel,m3,NP,Mammals,Blosum62+G4,3
MutSel,m3,NP,Mammals,mtREV+F+G4,3
MutSel,m3,NP,Aves,HIVw,3
MutSel,m3,NP,Ray-finned fish,Blosum62+G4,3
MutSel,m3,NP,Ray-finned fish,mtMet+F,3
MutSel,m3,NP,Green Plant,cpREV,3
MutSel,m3,NP,Yeast,Blosum62+F+I,3
MutSel,m3,NP,Yeast,rtREV+F+I+G4,3
MutSel,m3,NP,Spiralia,cpREV,3
MutSel,m3,NP,Spiralia,mtREV+F+G4,3
MutSel,m3,HA,Lassa Virus,Blosum62+G4,4
MutSel,m3,HA,Lassa Virus,Blosum62+I+G4,4
MutSel,m3,HA,Mammals,cpREV+I,4
MutSel,m3,HA,Ray-finned fish,FLU+F+I,4
MutSel,m3,HIV,Opisthokonta,Dayhoff+G4,4
MutSel,m3,HIV,Green Plant,Dayhoff+G4,4
MutSel,m3,HIV,Spiralia,LG+G4,4
MutSel,m3,LAC,Lassa Virus,cpREV+F,4
MutSel,m3,LAC,Green Plant,cpREV+F,4
MutSel,m3,LAC,Green Plant,mtREV+F+G4,4
MutSel,m3,LAC,Green Plant,rtREV+F+G4,4
MutSel,m3,LAC,Yeast,LG+F+I,4
MutSel,m3,LAC,Spiralia,cpREV,4
MutSel,m3,NP,Mammals,cpREV+I,4
MutSel,m3,NP,Ray-finned fish,Blosum62+F+G4,4
MutSel,m3,HA,Mammals,cpREV,5
MutSel,m3,HA,Ray-finned fish,cpREV,5
MutSel,m3,HA,Green Plant,FLU+F,5
MutSel,m3,HA,Spiralia,cpREV+I,5
MutSel,m3,HIV,Lassa Virus,LG+G4,5
MutSel,m3,HIV,Mammals,LG+G4,5
MutSel,m3,HIV,Green Plant,Dayhoff+F,5
MutSel,m3,LAC,Mammals,mtREV+F+I+G4,5
MutSel,m3,NP,Green Plant,mtREV+F+G4,5
MutSel,m3,NP,Spiralia,Blosum62+G4,5
MutSel,m3,HA,Spiralia,cpREV+F,6
MutSel,m3,HIV,Opisthokonta,PMB,6
MutSel,m3,HIV,Ray-finned fish,LG+G4,6
MutSel,m3,HIV,Yeast,cpREV,6
MutSel,m3,HIV,Yeast,LG+F,7
MutSel,m3,HA,Green Plant,cpREV,10
MutSel,m3,NP,Opisthokonta,PMB+F,10
MutSel,m4,HA,Lassa Virus,Dayhoff,1
MutSel,m4,HA,Lassa Virus,mtInv+G4,1
MutSel,m4,HA,Lassa Virus,mtREV+F,1
MutSel,m4,HA,Mammals,Blosum62+F,1
MutSel,m4,HA,Mammals,mtInv+I+G4,1
MutSel,m4,HA,Mammals,mtVer+F+I,1
MutSel,m4,HA,Mammals,mtZOA+F+G4,1
MutSel,m4,HA,Mammals,mtZOA+F+I+G4,1
MutSel,m4,HA,Opisthokonta,mtMet+F+I,1
MutSel,m4,HA,Opisthokonta,mtVer+G4,1
MutSel,m4,HA,Opisthokonta,rtREV+F,1
MutSel,m4,HA,Aves,Blosum62,1
MutSel,m4,HA,Aves,Dayhoff,1
MutSel,m4,HA,Aves,DCMut,1
MutSel,m4,HA,Aves,mtInv+G4,1
MutSel,m4,HA,Aves,mtREV+I+G4,1
MutSel,m4,HA,Aves,mtVer+F+I,1
MutSel,m4,HA,Ray-finned fish,Blosum62+F+I,1
MutSel,m4,HA,Ray-finned fish,mtREV+G4,1
MutSel,m4,HA,Ray-finned fish,mtZOA+F+I+G4,1
MutSel,m4,HA,Green Plant,DCMut,1
MutSel,m4,HA,Green Plant,mtInv+G4,1
MutSel,m4,HA,Green Plant,mtMet+G4,1
MutSel,m4,HA,Yeast,mtMAM+F+I+G4,1
MutSel,m4,HA,Yeast,mtVer+F+I,1
MutSel,m4,HA,Yeast,mtZOA+F+G4,1
MutSel,m4,HA,Yeast,rtREV+I,1
MutSel,m4,HA,Spiralia,Blosum62,1
MutSel,m4,HA,Spiralia,Dayhoff+I,1
MutSel,m4,HA,Spiralia,mtVer+F+I,1
MutSel,m4,HIV,Lassa Virus,mtREV+F,1
MutSel,m4,HIV,Lassa Virus,mtVer+G4,1
MutSel,m4,HIV,Lassa Virus,rtREV+F+I,1
MutSel,m4,HIV,Opisthokonta,mtMAM+F+G4,1
MutSel,m4,HIV,Opisthokonta,mtZOA+F+G4,1
MutSel,m4,HIV,Aves,mtInv+G4,1
MutSel,m4,HIV,Aves,rtREV+G4,1
MutSel,m4,HIV,Ray-finned fish,rtREV+F+G4,1
MutSel,m4,HIV,Yeast,HIVw+G4,1
MutSel,m4,HIV,Yeast,HIVw+I+G4,1
MutSel,m4,HIV,Yeast,mtZOA+F+I+G4,1
MutSel,m4,HIV,Yeast,rtREV,1
MutSel,m4,HIV,Yeast,rtREV+I+G4,1
MutSel,m4,HIV,Spiralia,mtInv+G4,1
MutSel,m4,HIV,Spiralia,mtREV+F,1
MutSel,m4,HIV,Spiralia,mtREV+F+I,1
MutSel,m4,LAC,Lassa Virus,DCMut,1
MutSel,m4,LAC,Lassa Virus,HIVw,1
MutSel,m4,LAC,Lassa Virus,mtMet+F,1
MutSel,m4,LAC,Lassa Virus,mtREV+F+I,1
MutSel,m4,LAC,Lassa Virus,mtVer+F,1
MutSel,m4,LAC,Lassa Virus,mtVer+F+I,1
MutSel,m4,LAC,Lassa Virus,mtVer+I+G4,1
MutSel,m4,LAC,Lassa Virus,rtREV+F+I,1
MutSel,m4,LAC,Lassa Virus,rtREV+I,1
MutSel,m4,LAC,Mammals,Blosum62+I,1
MutSel,m4,LAC,Mammals,DCMut,1
MutSel,m4,LAC,Mammals,HIVw,1
MutSel,m4,LAC,Mammals,mtMAM+F+G4,1
MutSel,m4,LAC,Mammals,mtMAM+F+I+G4,1
MutSel,m4,LAC,Mammals,mtVer+F,1
MutSel,m4,LAC,Mammals,mtVer+F+I,1
MutSel,m4,LAC,Mammals,mtZOA+G4,1
MutSel,m4,LAC,Opisthokonta,DCMut,1
MutSel,m4,LAC,Opisthokonta,DCMut+F,1
MutSel,m4,LAC,Opisthokonta,DCMut+I,1
MutSel,m4,LAC,Opisthokonta,FLU,1
MutSel,m4,LAC,Opisthokonta,mtART+F+G4,1
MutSel,m4,LAC,Opisthokonta,mtInv+F+I,1
MutSel,m4,LAC,Opisthokonta,mtREV+G4,1
MutSel,m4,LAC,Opisthokonta,mtREV+I+G4,1
MutSel,m4,LAC,Opisthokonta,mtVer+F+I,1
MutSel,m4,LAC,Opisthokonta,rtREV+F+I,1
MutSel,m4,LAC,Aves,Blosum62+F,1
MutSel,m4,LAC,Aves,Blosum62+F+I,1
MutSel,m4,LAC,Aves,DCMut,1
MutSel,m4,LAC,Aves,HIVw,1
MutSel,m4,LAC,Aves,mtInv+G4,1
MutSel,m4,LAC,Aves,mtZOA+F+G4,1
MutSel,m4,LAC,Aves,mtZOA+F+I+G4,1
MutSel,m4,LAC,Aves,mtZOA+G4,1
MutSel,m4,LAC,Aves,rtREV+I,1
MutSel,m4,LAC,Ray-finned fish,Blosum62+I,1
MutSel,m4,LAC,Ray-finned fish,Dayhoff+F,1
MutSel,m4,LAC,Ray-finned fish,DCMut,1
MutSel,m4,LAC,Ray-finned fish,mtREV+G4,1
MutSel,m4,LAC,Ray-finned fish,mtREV+I+G4,1
MutSel,m4,LAC,Ray-finned fish,mtZOA+I+G4,1
MutSel,m4,LAC,Green Plant,Blosum62+F,1
MutSel,m4,LAC,Green Plant,Dayhoff,1
MutSel,m4,LAC,Green Plant,Dayhoff+I,1
MutSel,m4,LAC,Green Plant,DCMut,1
MutSel,m4,LAC,Green Plant,HIVw+I,1
MutSel,m4,LAC,Green Plant,mtMAM+F+G4,1
MutSel,m4,LAC,Green Plant,mtMAM+F+I+G4,1
MutSel,m4,LAC,Green Plant,mtMet+F+I,1
MutSel,m4,LAC,Green Plant,mtZOA+I+G4,1
MutSel,m4,LAC,Yeast,Dayhoff,1
MutSel,m4,LAC,Yeast,HIVw+F+I,1
MutSel,m4,LAC,Yeast,HIVw+I+G4,1
MutSel,m4,LAC,Yeast,mtART+F+G4,1
MutSel,m4,LAC,Yeast,mtInv+F,1
MutSel,m4,LAC,Yeast,mtInv+I+G4,1
MutSel,m4,LAC,Yeast,mtMet+F+I,1
MutSel,m4,LAC,Yeast,mtVer+F+I,1
MutSel,m4,LAC,Yeast,mtVer+G4,1
MutSel,m4,LAC,Spiralia,Blosum62,1
MutSel,m4,LAC,Spiralia,Dayhoff+F,1
MutSel,m4,LAC,Spiralia,DCMut+F,1
MutSel,m4,LAC,Spiralia,mtMet+F+I,1
MutSel,m4,LAC,Spiralia,mtREV+F+I,1
MutSel,m4,LAC,Spiralia,mtVer+F,1
MutSel,m4,NP,Lassa Virus,mtMet+G4,1
MutSel,m4,NP,Lassa Virus,mtREV+F,1
MutSel,m4,NP,Lassa Virus,mtVer+G4,1
MutSel,m4,NP,Lassa Virus,mtZOA+F+I+G4,1
MutSel,m4,NP,Mammals,DCMut+I,1
MutSel,m4,NP,Mammals,mtInv+G4,1
MutSel,m4,NP,Mammals,mtZOA+F+G4,1
MutSel,m4,NP,Aves,Blosum62,1
MutSel,m4,NP,Aves,Dayhoff,1
MutSel,m4,NP,Aves,Dayhoff+I,1
MutSel,m4,NP,Aves,mtInv+G4,1
MutSel,m4,NP,Aves,mtInv+I+G4,1
MutSel,m4,NP,Aves,mtZOA+F+I+G4,1
MutSel,m4,NP,Aves,rtREV+F+I+G4,1
MutSel,m4,NP,Ray-finned fish,Blosum62+F,1
MutSel,m4,NP,Ray-finned fish,Blosum62+I,1
MutSel,m4,NP,Ray-finned fish,mtZOA+F+I+G4,1
MutSel,m4,NP,Green Plant,mtMet+I+G4,1
MutSel,m4,NP,Green Plant,mtVer+I+G4,1
MutSel,m4,NP,Green Plant,mtZOA+F+G4,1
MutSel,m4,NP,Yeast,Dayhoff,1
MutSel,m4,NP,Yeast,HIVw+F,1
MutSel,m4,NP,Yeast,mtZOA+F+I+G4,1
MutSel,m4,NP,Yeast,rtREV,1
MutSel,m4,NP,Spiralia,Blosum62+F+I,1
MutSel,m4,NP,Spiralia,Blosum62+I,1
MutSel,m4,NP,Spiralia,Dayhoff+I,1
MutSel,m4,NP,Spiralia,DCMut+I,1
MutSel,m4,NP,Spiralia,mtInv+I+G4,1
MutSel,m4,NP,Spiralia,mtMAM+F+G4,1
MutSel,m4,HA,Lassa Virus,mtMet+I+G4,2
MutSel,m4,HA,Mammals,Blosum62,2
MutSel,m4,HA,Mammals,Dayhoff,2
MutSel,m4,HA,Mammals,DCMut,2
MutSel,m4,HA,Mammals,mtMet+F,2
MutSel,m4,HA,Opisthokonta,FLU,2
MutSel,m4,HA,Opisthokonta,mtMAM+F+G4,2
MutSel,m4,HA,Opisthokonta,mtMet+G4,2
MutSel,m4,HA,Opisthokonta,mtVer+F,2
MutSel,m4,HA,Ray-finned fish,Blosum62+F,2
MutSel,m4,HA,Ray-finned fish,Dayhoff+I,2
MutSel,m4,HA,Ray-finned fish,mtInv+I+G4,2
MutSel,m4,HA,Ray-finned fish,mtVer+F,2
MutSel,m4,HA,Green Plant,mtVer+I+G4,2
MutSel,m4,HA,Green Plant,rtREV+F,2
MutSel,m4,HA,Spiralia,mtInv+G4,2
MutSel,m4,HA,Spiralia,mtInv+I+G4,2
MutSel,m4,HA,Spiralia,mtMet+F,2
MutSel,m4,HIV,Lassa Virus,mtMet+G4,2
MutSel,m4,HIV,Lassa Virus,rtREV+I+G4,2
MutSel,m4,HIV,Opisthokonta,HIVw,2
MutSel,m4,HIV,Opisthokonta,rtREV+G4,2
MutSel,m4,HIV,Aves,mtREV+F+I,2
MutSel,m4,HIV,Ray-finned fish,rtREV+G4,2
MutSel,m4,HIV,Green Plant,mtMet+G4,2
MutSel,m4,HIV,Green Plant,mtVer+G4,2
MutSel,m4,HIV,Yeast,mtMAM+F+I+G4,2
MutSel,m4,LAC,Lassa Virus,mtInv+G4,2
MutSel,m4,LAC,Lassa Virus,mtInv+I+G4,2
MutSel,m4,LAC,Lassa Virus,mtVer+G4,2
MutSel,m4,LAC,Lassa Virus,mtZOA+F+G4,2
MutSel,m4,LAC,Mammals,Blosum62+F,2
MutSel,m4,LAC,Mammals,mtMet+F,2
MutSel,m4,LAC,Mammals,mtZOA+F+I+G4,2
MutSel,m4,LAC,Opisthokonta,Blosum62,2
MutSel,m4,LAC,Opisthokonta,mtInv+F,2
MutSel,m4,LAC,Opisthokonta,mtMet+F+I,2
MutSel,m4,LAC,Aves,Dayhoff,2
MutSel,m4,LAC,Aves,DCMut+F,2
MutSel,m4,LAC,Aves,mtMet+F,2
MutSel,m4,LAC,Aves,mtREV+G4,2
MutSel,m4,LAC,Ray-finned fish,Dayhoff,2
MutSel,m4,LAC,Ray-finned fish,mtZOA+F+G4,2
MutSel,m4,LAC,Ray-finned fish,mtZOA+F+I+G4,2
MutSel,m4,LAC,Ray-finned fish,PMB+F,2
MutSel,m4,LAC,Green Plant,FLU,2
MutSel,m4,LAC,Green Plant,mtInv+F,2
MutSel,m4,LAC,Green Plant,mtMet+F,2
MutSel,m4,LAC,Green Plant,rtREV+F+I,2
MutSel,m4,LAC,Yeast,FLU+F,2
MutSel,m4,LAC,Yeast,mtREV+I+G4,2
MutSel,m4,LAC,Spiralia,Blosum62+F,2
MutSel,m4,LAC,Spiralia,mtInv+F,2
MutSel,m4,LAC,Spiralia,mtVer+F+I,2
MutSel,m4,LAC,Spiralia,mtZOA+F+I+G4,2
MutSel,m4,NP,Lassa Virus,Dayhoff,2
MutSel,m4,NP,Mammals,Blosum62+F,2
MutSel,m4,NP,Mammals,DCMut,2
MutSel,m4,NP,Opisthokonta,Dayhoff,2
MutSel,m4,NP,Opisthokonta,mtMet+G4,2
MutSel,m4,NP,Opisthokonta,mtMet+I+G4,2
MutSel,m4,NP,Opisthokonta,mtVer+G4,2
MutSel,m4,NP,Opisthokonta,rtREV+F,2
MutSel,m4,NP,Aves,Blosum62+F,2
MutSel,m4,NP,Ray-finned fish,mtInv+G4,2
MutSel,m4,NP,Ray-finned fish,rtREV+I+G4,2
MutSel,m4,NP,Green Plant,HIVw,2
MutSel,m4,NP,Green Plant,mtMet+G4,2
MutSel,m4,NP,Green Plant,rtREV+G4,2
MutSel,m4,NP,Spiralia,Blosum62,2
MutSel,m4,NP,Spiralia,DCMut,2
MutSel,m4,NP,Spiralia,mtZOA+F+G4,2
MutSel,m4,NP,Spiralia,mtZOA+F+I+G4,2
MutSel,m4,HA,Lassa Virus,rtREV+F,3
MutSel,m4,HA,Mammals,mtVer+F,3
MutSel,m4,HA,Aves,Dayhoff+I,3
MutSel,m4,HA,Aves,mtInv+I+G4,3
MutSel,m4,HA,Green Plant,mtVer+F,3
MutSel,m4,HA,Yeast,mtMAM+F+G4,3
MutSel,m4,HA,Yeast,mtREV+F,3
MutSel,m4,HA,Yeast,mtREV+F+I,3
MutSel,m4,HA,Yeast,mtVer+F,3
MutSel,m4,HA,Spiralia,Dayhoff,3
MutSel,m4,HA,Spiralia,mtZOA+F+I+G4,3
MutSel,m4,HIV,Lassa Virus,mtMet+I+G4,3
MutSel,m4,HIV,Lassa Virus,rtREV+G4,3
MutSel,m4,LAC,Lassa Virus,Dayhoff,3
MutSel,m4,LAC,Mammals,Blosum62,3
MutSel,m4,LAC,Mammals,Dayhoff+F,3
MutSel,m4,LAC,Aves,Dayhoff+F,3
MutSel,m4,LAC,Ray-finned fish,DCMut+F,3
MutSel,m4,LAC,Ray-finned fish,mtMet+F,3
MutSel,m4,LAC,Green Plant,mtVer+F+I,3
MutSel,m4,LAC,Yeast,mtREV+G4,3
MutSel,m4,LAC,Spiralia,mtREV+G4,3
MutSel,m4,LAC,Spiralia,mtREV+I+G4,3
MutSel,m4,NP,Mammals,Dayhoff,3
MutSel,m4,NP,Mammals,rtREV+I+G4,3
MutSel,m4,NP,Opisthokonta,LG,3
MutSel,m4,NP,Opisthokonta,mtREV+F,3
MutSel,m4,NP,Ray-finned fish,mtInv+I+G4,3
MutSel,m4,NP,Spiralia,Blosum62+F,3
MutSel,m4,NP,Spiralia,Dayhoff,3
MutSel,m4,HA,Lassa Virus,mtVer+G4,4
MutSel,m4,HA,Mammals,DCMut+I,4
MutSel,m4,HA,Opisthokonta,mtMet+F,4
MutSel,m4,HA,Aves,Blosum62+F,4
MutSel,m4,HA,Aves,mtVer+F,4
MutSel,m4,HA,Ray-finned fish,Dayhoff,4
MutSel,m4,HA,Yeast,rtREV,4
MutSel,m4,HIV,Aves,rtREV+I+G4,4
MutSel,m4,HIV,Green Plant,rtREV+F,4
MutSel,m4,HIV,Green Plant,rtREV+G4,4
MutSel,m4,LAC,Opisthokonta,FLU+I,4
MutSel,m4,LAC,Yeast,mtART+F+I+G4,4
MutSel,m4,NP,Lassa Virus,mtVer+I+G4,4
MutSel,m4,NP,Opisthokonta,DCMut,4
MutSel,m4,NP,Aves,rtREV+G4,4
MutSel,m4,NP,Ray-finned fish,Dayhoff,4
MutSel,m4,NP,Green Plant,mtREV+F,4
MutSel,m4,NP,Yeast,HIVw+I+G4,4
MutSel,m4,HA,Opisthokonta,mtVer+I+G4,5
MutSel,m4,HA,Ray-finned fish,Blosum62,5
MutSel,m4,HA,Spiralia,mtVer+F,5
MutSel,m4,HIV,Opisthokonta,rtREV+F,5
MutSel,m4,HIV,Ray-finned fish,mtInv+I+G4,5
MutSel,m4,HIV,Ray-finned fish,mtREV+F,5
MutSel,m4,NP,Lassa Virus,rtREV+G4,5
MutSel,m4,NP,Lassa Virus,rtREV+I+G4,5
MutSel,m4,HIV,Mammals,mtInv+G4,6
MutSel,m4,HIV,Aves,mtInv+I+G4,6
MutSel,m4,HIV,Aves,rtREV+F+I+G4,6
MutSel,m4,HIV,Yeast,mtZOA+F+G4,6
MutSel,m4,HIV,Spiralia,rtREV+I+G4,6
MutSel,m4,NP,Ray-finned fish,Blosum62,6
MutSel,m4,HIV,Lassa Virus,mtVer+I+G4,7
MutSel,m4,HIV,Mammals,mtREV+F,7
MutSel,m4,HIV,Mammals,rtREV+G4,7
MutSel,m4,HIV,Ray-finned fish,mtInv+G4,7
MutSel,m4,HIV,Yeast,mtMAM+F+G4,7
MutSel,m4,NP,Mammals,Blosum62,7
MutSel,m4,NP,Aves,rtREV+I+G4,7
MutSel,m4,NP,Green Plant,mtVer+G4,7
MutSel,m4,HA,Lassa Virus,mtVer+I+G4,8
MutSel,m4,HIV,Green Plant,mtREV+F,8
MutSel,m4,HIV,Opisthokonta,mtREV+F,9
MutSel,m4,HA,Green Plant,mtVer+G4,10
MutSel,m4,HIV,Spiralia,rtREV+G4,11
MutSel,m4,NP,Yeast,HIVw+G4,12
MutSel,m5,HIV,Aves,mtART+I,1
MutSel,m5,LAC,Yeast,mtMAM,1
MutSel,m5,NP,Lassa Virus,mtART+I,1
MutSel,m5,HIV,Ray-finned fish,mtART+I,2
MutSel,m5,NP,Yeast,mtART+I,2
MutSel,m5,HA,Opisthokonta,mtART+I,3
MutSel,m5,HIV,Lassa Virus,mtART+I,3
MutSel,m5,HIV,Yeast,mtART+I,3
MutSel,m5,HA,Mammals,mtART+I,4
MutSel,m5,HIV,Spiralia,mtART+I,4
MutSel,m5,NP,Opisthokonta,mtART+I,4
MutSel,m5,NP,Green Plant,mtART+I,4
MutSel,m5,NP,Spiralia,mtART+I,6
MutSel,m5,NP,Ray-finned fish,mtART+I,7
MutSel,m5,NP,Mammals,mtART+I,8
MutSel,m5,NP,Mammals,mtART,12
MutSel,m5,NP,Ray-finned fish,mtART,13
MutSel,m5,NP,Spiralia,mtART,14
MutSel,m5,HA,Mammals,mtART,16
MutSel,m5,HIV,Spiralia,mtART,16
MutSel,m5,NP,Opisthokonta,mtART,16
MutSel,m5,NP,Green Plant,mtART,16
MutSel,m5,HA,Opisthokonta,mtART,17
MutSel,m5,HIV,Lassa Virus,mtART,17
MutSel,m5,HIV,Yeast,mtART,17
MutSel,m5,HIV,Ray-finned fish,mtART,18
MutSel,m5,NP,Yeast,mtART,18
MutSel,m5,HIV,Aves,mtART,19
MutSel,m5,LAC,Yeast,mtART,19
MutSel,m5,NP,Lassa Virus,mtART,19
MutSel,m5,HA,Lassa Virus,mtART,20
MutSel,m5,HA,Aves,mtART,20
MutSel,m5,HA,Ray-finned fish,mtART,20
MutSel,m5,HA,Green Plant,mtART,20
MutSel,m5,HA,Yeast,mtART,20
MutSel,m5,HA,Spiralia,mtART,20
MutSel,m5,HIV,Mammals,mtART,20
MutSel,m5,HIV,Opisthokonta,mtART,20
MutSel,m5,HIV,Green Plant,mtART,20
MutSel,m5,LAC,Lassa Virus,mtART,20
MutSel,m5,LAC,Mammals,mtART,20
MutSel,m5,LAC,Opisthokonta,mtART,20
MutSel,m5,LAC,Aves,mtART,20
MutSel,m5,LAC,Ray-finned fish,mtART,20
MutSel,m5,LAC,Green Plant,mtART,20
MutSel,m5,LAC,Spiralia,mtART,20
MutSel,m5,NP,Aves,mtART,20
